G,age,job,X1,X2,D
F,46.137293536740536,E,-1.015,-0.886,Y
F,50.256305102770476,F,-0.449,0.292,N
F,38.52000555946933,E,2.1,1.742,N
M,31.82328176893336,F,0.422,1.121,Y
F,45.333710688537096,F,-0.129,0.472,Y
F,43.03987463147174,E,0.627,-0.038,N
F,45.51171045919652,F,-0.966,0.904,Y
M,29.313804570067354,F,0.776,1.527,Y
M,25.753941487061223,E,1.864,0.965,Y
M,36.376436283226134,F,1.438,1.194,Y
M,29.665425615466397,E,1.634,0.313,Y
M,30.499225547168766,E,1.199,0.061,Y
F,44.282111450714666,F,-0.316,-0.715,N
M,26.19779599071611,E,1.943,-0.995,Y
M,30.612091714281974,F,0.338,0.026,N
M,26.110902795703744,F,0.435,-0.941,N
F,47.541307282594005,E,2.509,0.616,Y
M,31.37394680808749,E,1.155,2.301,Y
M,32.830787103334075,F,0.752,-1.183,N
F,41.07141413581268,F,-0.562,-0.89,Y
M,35.84714746066721,E,0.214,-0.247,N
M,24.436887249722908,F,2.656,0.467,N
F,44.834876155503046,F,-0.808,1.927,Y
M,28.729032419969037,E,0.514,-0.675,Y
M,28.416770627849942,F,1.643,0.621,Y
F,44.021345897498584,E,-0.409,-0.269,N
F,40.45080243041586,E,1.108,-0.71,Y
M,26.71443037508076,E,1.654,-0.964,Y
M,30.557693588989114,E,0.361,0.779,N
M,23.394051733038033,F,0.542,-0.54,Y
F,40.25349658821796,F,-1.501,-0.0,Y
M,24.514354228234946,E,1.29,-0.877,Y
M,28.261037364893568,E,1.405,-1.069,Y
F,43.70605377372766,F,0.041,-0.468,N
M,28.392005217793223,E,0.369,-0.224,N
F,39.54193028587324,E,0.796,0.838,N
F,48.76448153829332,E,0.645,-0.353,N
M,34.42998284639888,E,2.089,-0.752,Y
F,42.63750252013839,F,0.242,0.456,Y
F,40.73300928804567,F,-0.776,0.276,Y
F,47.29115315344243,E,-0.376,0.62,Y
F,40.358842537907975,E,0.916,0.332,N
M,31.755074367091403,F,2.095,0.833,Y
M,33.12830874556239,E,0.855,0.054,N
M,31.440206163712283,F,0.478,-0.355,Y
M,27.03532000110734,E,-0.292,-2.038,N
F,45.7067256982954,E,-0.676,1.623,N
M,34.70670233774528,E,1.76,-1.515,Y
F,40.9339808043906,F,0.376,-0.186,Y
F,47.065878947468086,E,-0.062,-2.097,Y
M,31.439084437192548,E,1.038,-0.263,Y
M,28.72100412310562,E,1.978,-2.407,Y
M,33.6237305190737,F,0.849,-0.477,Y
M,26.60809494006726,F,1.429,1.386,N
M,35.61708971065226,F,2.559,-0.72,N
M,32.00354702563025,E,0.578,-0.12,Y
M,36.74108178599274,E,2.119,0.702,N
M,30.105295980390544,F,-0.244,-0.847,N
M,31.63803905744448,F,1.168,-0.481,Y
M,29.6860128616835,F,1.437,-0.21,Y
F,42.553079851035875,E,1.578,-1.575,N
F,39.088031477749205,E,0.277,0.052,N
F,42.494334202189656,F,-2.072,-0.673,Y
F,45.557044036491426,E,-2.163,-0.077,Y
M,27.776280744008503,E,1.779,0.248,N
F,46.71156956890651,E,0.957,1.144,Y
F,42.1292676977955,E,-0.793,0.821,N
F,46.561408299898474,F,-0.013,-2.098,Y
M,33.64522397766844,E,0.677,0.008,Y
F,48.791326931719276,E,1.112,-2.8,Y
F,39.65367456430084,F,-0.08,0.52,N
F,43.01366961278054,F,0.507,1.169,N
M,30.72043652394245,E,2.06,1.68,Y
M,31.560113894698972,E,1.679,1.736,Y
M,26.817200163380406,E,0.614,-0.363,Y
M,29.99976749059995,F,1.893,0.873,N
M,27.174509658131694,F,0.112,0.04,Y
M,30.622460739193215,E,1.024,0.481,Y
M,32.11036790145643,E,1.326,0.897,N
M,28.31902581216963,E,0.578,1.051,N
M,31.236211410066176,E,0.714,-1.139,N
M,22.997562291504345,F,0.987,0.239,Y
M,32.85459544545011,E,0.687,-2.164,Y
M,34.72562163323852,F,1.711,0.19,Y
F,47.86148226567186,F,-0.699,0.711,Y
F,45.725554918740556,F,1.253,-0.143,Y
M,33.02753662288913,E,-0.315,1.182,Y
M,26.134504650859917,E,1.139,0.495,N
F,45.402061060719205,F,-1.379,0.068,Y
M,28.68698875620242,F,1.494,1.96,N
F,48.44856994632013,E,-1.182,-2.062,Y
F,50.20051079475262,F,0.559,-2.372,Y
F,39.97526569299036,E,-0.578,-0.021,Y
M,30.452629538445464,E,0.801,-1.377,Y
M,34.19317877559115,E,1.7,1.686,Y
M,33.96446721684454,F,1.421,-0.522,Y
F,47.675304083637705,F,-0.212,-0.155,Y
M,32.24785526128278,F,2.17,1.163,Y
M,29.629528689526,E,2.516,0.133,N
F,42.471758681657775,F,0.154,-0.937,Y
M,32.26035890542654,F,0.851,-1.123,N
M,33.47741700669644,F,0.805,-0.176,Y
F,42.44956997208656,F,-1.027,-1.501,N
F,49.87808095548492,E,1.256,2.014,N
M,23.894850082354658,F,0.932,0.529,Y
F,43.38331426759461,E,1.802,0.474,Y
M,35.63653614040992,E,0.244,-0.068,Y
M,28.807455010154733,E,2.615,2.731,Y
M,28.12561107770618,F,1.848,-0.801,Y
F,48.309397612304345,F,-1.31,0.865,N
M,33.00984815146741,E,0.564,0.155,Y
F,47.79356405057139,F,-1.092,0.204,Y
M,35.48104234517159,F,0.705,-0.176,N
F,46.46693891520175,E,-1.154,0.381,Y
F,40.98475965757535,F,0.615,-0.215,N
F,44.496647953815334,E,-1.054,0.193,Y
F,39.30806208376405,E,0.215,1.309,Y
F,42.022636400728,F,-0.94,-1.07,N
F,44.598643982641114,E,1.24,-0.66,N
M,29.81629906760515,F,1.49,0.112,Y
F,40.89989192959415,F,-0.157,-1.049,Y
M,36.711608863150424,E,0.85,0.642,N
F,45.144159260289996,F,-0.462,1.058,Y
M,30.91954843875254,E,1.316,0.349,Y
F,43.93462209071699,F,-0.859,0.039,N
M,28.077829524023574,E,1.275,-0.758,Y
M,25.128263297547488,E,1.41,1.725,Y
M,29.5218431809031,E,1.221,-1.195,N
M,27.944411272044054,F,1.419,-1.01,N
F,48.99433983210878,F,0.281,0.886,N
F,48.43052025094826,E,-1.046,-0.933,N
F,40.453174254599006,E,-0.344,1.033,N
F,50.77200511667184,F,-1.374,-0.367,Y
F,43.74409268622622,E,-0.333,-0.675,N
M,28.496006262468924,E,0.429,-1.024,Y
M,27.210729686094496,F,1.303,0.623,N
M,29.964289513565337,E,-0.228,-0.423,N
M,33.96832262692079,F,0.918,-0.67,Y
F,42.87379278840733,F,-1.313,0.397,Y
M,26.099984757433585,F,1.041,0.174,Y
F,39.762651895386135,F,-0.155,-0.274,N
F,43.53428974516502,F,0.501,-0.07,Y
M,27.916338276302806,F,1.662,-0.279,N
F,42.43968537066048,F,0.547,0.097,Y
M,29.755079866812313,E,1.312,0.416,Y
M,26.969932305832558,E,1.126,0.073,N
M,26.83286426647434,E,1.335,1.683,N
F,46.08679140212928,F,0.374,-1.705,N
F,42.49392175613424,F,0.336,-0.918,N
M,31.350527514137806,E,1.239,-0.069,Y
F,50.375023980674435,E,-0.034,-0.499,N
M,30.515141018058895,E,0.428,-2.633,N
F,53.46111584350324,E,-0.398,1.287,N
F,40.650056517564614,E,-1.16,-0.816,N
F,48.4781471634754,F,-0.007,1.814,N
M,35.86042923568003,E,1.076,1.388,N
M,29.18123033337623,E,0.969,-0.603,Y
M,24.991030763714804,E,1.128,0.029,Y
F,49.10099400042473,E,-0.754,1.177,N
M,30.459798769558553,E,0.477,-0.276,Y
F,48.246597277989025,F,-0.907,-1.21,Y
F,41.96208168505173,E,0.266,-0.202,Y
M,30.832176566064277,E,1.587,1.25,Y
F,42.795465704217285,E,-0.217,-1.089,N
M,27.473519372414668,F,0.942,2.425,N
M,32.000296589143495,F,0.919,0.815,N
F,46.67294207018739,E,-0.714,-1.035,N
F,42.181143111374915,F,1.262,-0.252,Y
M,25.261953343840194,F,1.687,-1.388,N
F,45.57259329566393,F,0.629,0.943,N
M,29.70388616628423,E,2.186,0.759,N
F,47.398923713583585,E,1.053,1.09,Y
F,40.97945275896282,F,-2.521,1.057,N
F,44.56455345659593,E,0.099,-0.838,Y
F,51.75731879247137,F,-1.299,-0.319,Y
M,30.271111699464374,F,2.017,0.199,Y
M,27.030631859326842,E,0.644,-0.78,N
F,49.276480314816006,E,-2.451,2.131,Y
F,51.24078215569156,E,-0.751,-1.726,Y
F,50.768551648557974,F,1.018,-0.395,N
F,38.805901492934474,E,-0.434,-0.748,Y
M,30.974891919906018,F,2.274,0.703,N
M,26.22295549615579,E,0.71,0.591,Y
F,43.579061521033424,F,0.008,0.064,Y
F,48.862802558412554,E,0.256,-0.347,Y
M,30.547011205087106,E,1.89,-0.247,Y
M,29.88937698540322,E,0.838,0.159,Y
M,33.80407833111544,E,1.138,1.357,Y
F,46.70906262845732,E,-0.799,-0.142,Y
F,44.97597331799814,E,-0.413,1.339,Y
F,41.59601123517935,F,0.347,0.954,N
M,27.56518177983031,E,1.485,0.005,Y
M,33.74224134339065,E,0.953,0.941,Y
M,31.754294016298,E,1.385,0.696,Y
F,47.89553652134124,F,-1.006,0.885,Y
M,26.883004699806634,F,0.279,0.066,Y
M,29.11919464704845,E,1.581,-2.799,Y
M,28.359822648961032,E,0.185,-0.916,Y
M,34.128972898091455,E,0.615,-0.043,N
F,48.36193752515665,E,-1.269,-0.667,Y
F,45.40317760725231,F,0.286,0.906,Y
M,29.240482394457032,F,1.795,-0.368,Y
M,30.467706364139648,F,0.769,-0.567,Y
M,29.815827438958483,F,-0.083,-0.685,N
F,44.75014375960146,E,0.959,1.039,N
M,33.38958334226863,E,1.508,-1.158,N
F,47.223662233602596,F,1.371,-0.027,Y
M,23.948941224389348,E,2.48,-1.375,Y
M,31.202897463423067,E,1.644,0.973,Y
M,31.863917579995757,E,0.706,1.261,N
F,44.30652239254054,E,-0.241,0.036,Y
M,28.021859930294596,E,1.081,0.225,N
M,27.967613381689617,F,0.784,-3.093,N
F,42.028244803930484,E,-0.126,2.398,N
F,46.846988270674764,E,0.465,2.298,N
F,49.20092109338721,E,-1.08,-1.779,Y
F,49.148066993393755,F,-0.426,1.322,Y
F,40.170670533261706,F,-0.916,0.128,Y
M,28.747725026468135,F,1.56,2.028,Y
F,46.9906065296682,E,1.091,-1.025,Y
M,37.850141292045734,E,0.508,0.867,Y
M,27.0781070550112,E,-0.196,-0.861,N
F,43.3191801845023,F,0.281,-0.7,Y
F,41.62759815088147,F,-0.986,0.016,Y
F,41.06359881436144,E,1.356,-1.473,N
F,46.866131871607365,F,0.455,1.708,N
M,30.654735721583414,F,0.518,-0.741,Y
M,32.98264404631164,E,0.602,0.879,N
M,26.76400186684495,E,0.196,-0.459,Y
F,47.055939083418096,F,0.026,0.305,Y
F,44.87668273187745,F,1.32,0.047,Y
F,44.56436364329993,E,-1.732,0.516,Y
M,29.469206994275794,E,0.839,2.036,Y
M,25.928595824480386,E,1.833,0.652,Y
M,25.09136032194116,E,2.659,1.847,Y
M,32.72928364803234,E,1.09,1.712,Y
F,43.85573029562966,E,-2.586,0.632,Y
M,29.127219317448645,E,1.434,1.372,Y
F,42.314189898991366,F,-0.87,-1.667,Y
F,50.55933469398494,F,-0.811,0.43,Y
F,48.0359692158147,F,1.511,-0.685,Y
M,24.146777600288488,E,0.727,0.938,Y
F,41.93088931131038,F,-0.436,0.384,Y
M,35.11908275370048,E,1.045,-0.073,N
M,36.72510997276522,E,0.581,0.068,N
F,45.25822301743812,F,-0.59,0.309,Y
M,28.726727890793427,E,1.133,0.62,N
M,26.34630059000015,E,-0.387,-0.718,Y
M,29.09965309063997,E,0.724,-0.252,Y
F,45.84582653438383,F,1.04,1.146,N
M,27.443949147997312,E,1.859,2.037,Y
M,27.427693119448953,E,0.153,-0.277,N
M,33.54855635518027,E,2.656,-1.396,N
M,30.08567832385254,E,0.496,-0.934,N
F,37.82870567732755,F,0.236,1.188,N
F,42.09677439577959,F,-0.302,-2.635,Y
M,30.747405464305317,E,1.42,1.952,N
F,45.90931940228677,F,-1.405,-0.182,Y
M,32.64484726893753,E,0.257,-2.009,Y
F,44.796461674312035,F,0.678,-0.974,Y
F,40.07967550720779,E,0.562,0.468,N
M,35.196489228306035,E,1.047,0.901,N
F,46.880361564321305,E,0.431,-0.572,Y
M,31.329051817899288,E,1.709,0.604,Y
F,45.034775142581395,F,0.817,0.651,N
F,46.955827713964716,F,0.499,-1.676,N
F,43.64559586728416,E,-0.0,1.508,N
F,44.03899815151134,E,1.569,-0.597,Y
M,30.673973553216832,E,0.455,-1.022,Y
F,45.14600719564548,F,0.141,1.956,N
M,34.848896920587976,F,0.242,-1.269,N
F,51.04088967510359,E,1.592,-1.785,N
M,30.21897190740595,E,1.468,0.166,Y
F,48.28658391224006,F,0.201,-1.517,Y
F,45.373793990578974,E,-1.052,-0.761,N
M,27.588375798639163,E,1.058,-0.899,N
F,46.91660401143243,E,-0.604,-1.642,Y
M,28.732249995335657,E,1.331,1.32,N
F,43.14863824749516,F,-0.555,-0.223,Y
F,40.22092468163271,E,-1.695,0.775,N
M,33.089051431353255,F,0.52,0.402,N
M,33.970241671375014,F,1.14,-1.323,N
F,46.17393911631204,E,1.91,0.242,Y
F,45.963811289858654,F,-0.554,-0.416,Y
F,46.59418196576612,F,-0.989,-0.556,N
F,45.42785491470611,E,0.798,0.072,N
F,47.06736678439651,F,0.0,-0.187,N
M,29.683198871459915,F,1.039,0.595,Y
M,27.2700329780515,F,1.29,-0.585,Y
M,27.55280671785822,E,0.984,-2.109,N
F,42.18453523645838,E,-0.773,-0.177,Y
F,45.09613000467942,F,0.669,-0.055,Y
F,40.00477152067174,F,1.276,0.451,N
F,39.05250415382747,E,-0.174,-0.931,Y
F,46.49130584953542,F,-0.036,-1.777,Y
F,47.216010465397574,F,-1.679,-0.356,N
M,28.671580164297218,E,1.314,0.267,Y
M,28.032917584099206,F,1.983,0.3,Y
F,44.829879768264206,F,0.569,-0.466,Y
M,32.15509623408745,E,2.223,0.542,Y
M,25.89009890876527,F,2.114,-0.236,Y
M,32.416583260475925,E,-0.374,0.411,Y
F,45.35762642280947,F,-0.393,1.528,N
F,46.09934082179185,F,0.907,-0.335,Y
M,32.827558190083586,E,1.412,-0.341,Y
M,30.239669067251196,E,1.916,1.291,N
F,50.26720686808326,F,0.122,1.376,N
M,31.47089234208417,E,1.789,0.852,N
M,32.247611773704335,F,2.083,0.411,N
F,38.2478905661451,F,1.146,-0.344,Y
M,32.93201356219228,E,2.204,0.842,Y
F,49.425697106215786,F,-1.057,-0.027,Y
M,25.34078085832214,E,0.933,-1.518,Y
F,46.054215990997484,E,0.394,-0.128,N
F,49.085751213994484,F,-0.162,-1.512,Y
F,44.704131903528264,F,0.061,0.31,Y
M,25.32743192291124,E,1.486,-0.607,Y
F,37.98420358882793,F,1.024,1.038,Y
M,26.78846382807915,F,-0.042,-0.009,Y
M,29.946142488893987,E,0.686,-0.054,N
M,31.40100462226676,F,1.437,-0.512,Y
M,29.788195343362485,E,0.96,-1.287,Y
F,51.62666841817985,F,0.458,-1.004,N
F,40.92343329966854,F,0.99,-0.843,Y
M,28.95223211421862,E,1.358,0.164,N
F,45.47690243611174,F,0.155,0.111,Y
M,26.769837056458798,E,1.774,0.028,Y
F,46.913364709650224,F,0.473,1.347,N
F,43.9795864131928,F,0.925,0.072,N
M,27.978093243273417,E,-0.006,-0.169,Y
F,42.67419945690861,F,-0.806,-0.845,Y
F,46.88113211979969,F,0.141,0.594,N
F,45.16279946952401,F,-0.768,-1.542,Y
M,28.89716412964158,E,0.388,0.598,N
M,30.948228334976456,E,0.978,-0.202,Y
M,22.436681708331925,F,1.545,-0.497,N
F,51.131594149007775,E,0.785,0.12,Y
M,34.32052529834608,F,0.07,0.473,N
F,44.12798122592238,F,-0.165,-0.009,Y
M,28.805773845049405,E,1.12,1.208,N
F,45.09156566098985,F,-0.093,-0.365,N
F,46.350649910940895,F,-0.637,-0.696,Y
F,40.35045985112154,F,0.558,-0.426,Y
M,27.393666017730883,F,0.008,-0.708,Y
M,27.046194341471153,E,0.857,0.049,Y
M,29.69475759516457,F,1.179,-1.51,Y
M,29.01022373649766,E,1.124,1.057,N
F,38.32760807988508,E,-1.126,0.537,Y
F,43.43100869794726,F,-0.147,-0.056,Y
F,43.02897440151226,F,1.021,1.539,Y
M,28.529429503652086,F,1.884,1.76,Y
F,48.0674208669141,F,-1.186,-0.392,Y
M,29.448268414569206,E,0.648,0.92,N
F,49.80044846045293,E,-1.914,0.302,Y
M,32.01052958917775,F,1.131,-0.159,Y
F,44.06489060552575,F,0.666,0.006,N
M,27.68053678274665,E,2.265,0.418,N
F,46.121423501160855,F,0.454,1.557,N
F,45.454861605099104,E,-0.543,-0.609,N
M,30.036328628193502,E,1.421,-0.525,Y
M,37.316952721086736,E,1.22,-0.895,Y
M,31.94987223384507,F,1.553,1.999,Y
F,46.61093885372143,F,-0.335,1.035,Y
F,45.64091546846816,F,-0.326,0.924,N
M,27.33073940735612,F,0.475,1.809,N
F,43.2367194634086,E,-1.751,0.435,Y
F,46.222909721921575,F,0.185,-0.711,Y
F,47.92070829787071,F,1.098,-1.328,N
M,30.760939040039254,F,2.097,-1.175,Y
F,48.13450007747594,F,0.37,0.378,Y
M,31.864511802795356,E,2.258,0.404,Y
M,31.026806494270062,F,0.892,1.768,N
F,44.8003509163353,F,0.282,-1.062,N
F,42.32082628062745,F,-2.458,2.24,Y
M,31.487230840761942,F,0.835,-0.155,Y
F,46.80092509274958,E,-0.135,0.136,Y
F,45.441791333768286,E,-0.757,-0.133,N
F,44.21345985160784,E,2.033,-0.792,Y
M,33.56039791893226,F,1.269,-1.354,Y
M,26.82910217043199,E,1.06,-0.054,Y
F,41.730697744531284,F,0.106,0.741,Y
F,48.50134231148871,F,-0.035,0.147,Y
F,42.50412828451743,F,-1.629,1.336,N
M,35.36058165014035,E,1.388,0.741,Y
M,30.45478657658207,F,0.727,-1.476,N
F,45.22888089337439,E,-1.442,0.081,N
F,49.624449289333796,E,-0.604,1.562,N
F,47.19390533603082,E,0.039,0.167,Y
F,45.21994026031628,E,1.515,0.334,N
F,51.871280666425406,E,0.115,1.32,N
F,43.74405052920766,F,-1.072,-1.478,N
F,48.42156419106231,E,-0.211,-0.555,Y
F,45.96253503978964,F,-0.467,-0.202,N
F,49.739214723566484,F,-0.138,-0.466,Y
F,47.19304532636219,E,-0.144,0.243,N
M,31.626793495396367,E,0.272,-0.697,N
F,42.75825029626061,E,1.033,-1.288,Y
M,36.40449075214951,E,1.578,-0.747,Y
M,36.43598472310364,F,0.867,-1.117,Y
F,43.37440889595821,E,-0.049,0.471,Y
F,43.61309702375945,E,-1.071,1.638,Y
M,30.332713297500764,E,0.385,0.691,N
F,47.235972153985266,E,0.419,-1.369,N
F,48.57300775470842,E,-0.371,0.119,N
F,48.01247417481995,F,-1.196,-1.435,N
M,28.923760427726698,F,0.445,-0.14,Y
F,46.1635875334279,E,-0.447,-1.116,Y
M,28.23206437755765,E,1.323,0.304,Y
F,46.74134614677082,F,-0.303,-0.399,Y
F,41.0300504229429,F,0.074,0.266,Y
F,47.91326719902549,E,0.567,0.313,N
M,31.198297035243513,E,1.074,-0.866,Y
F,46.31619718082133,E,-0.023,-0.473,Y
F,47.809412414042846,E,-0.27,-0.015,N
M,32.831612104869066,F,2.077,-0.093,Y
F,49.352966539738425,F,1.693,0.384,Y
F,45.52795381658036,E,-0.487,0.921,N
F,51.940558846692795,F,0.702,-1.347,N
M,26.59550104633866,E,1.737,-0.241,Y
F,43.60381944736392,F,0.659,1.632,Y
F,42.45233039273297,E,0.611,-0.655,N
M,28.293787015571105,F,0.293,-0.417,N
F,49.55085377001101,E,0.686,-1.58,Y
M,26.663636904892588,E,0.906,-0.114,N
F,43.914126620661115,E,-1.045,-1.257,Y
F,42.679147283828726,F,-1.303,-2.053,N
F,43.29492545821843,F,1.249,0.99,Y
F,44.0765330469193,F,0.008,-0.424,Y
M,37.8920807553644,E,0.081,1.503,N
M,35.547147623241116,F,0.933,-0.613,Y
F,46.264631185933005,E,-0.353,0.25,Y
F,43.21097551016131,F,-0.882,-0.162,Y
M,25.410288495927535,F,-0.05,0.548,N
M,30.21305989526231,E,1.425,-1.04,Y
M,34.20952827939201,E,1.261,1.077,N
F,42.143669069783975,E,0.122,0.657,Y
M,26.23691259193617,E,1.128,0.854,Y
M,32.870743655887225,E,1.272,0.322,Y
M,28.165886891842657,E,0.388,1.035,N
F,41.718368857892976,E,-0.245,0.296,N
F,42.9862430778979,E,1.393,-1.526,Y
M,31.115952137537388,E,1.583,1.64,N
F,46.334270968695805,E,-0.105,0.447,N
M,29.422356923344207,E,1.85,0.516,Y
F,43.1204422020301,E,-0.804,0.011,Y
M,37.12055914439006,E,0.867,-0.43,N
M,32.252925546345054,E,2.499,-0.005,Y
F,43.25920693762782,F,0.589,0.801,N
F,42.25825338861898,F,0.665,0.023,Y
M,29.199125826379756,F,-0.007,-0.554,Y
M,26.96071732410573,F,0.668,-0.719,N
M,31.615714425385843,F,-0.01,-1.781,Y
M,26.904739644207915,E,0.739,-0.363,Y
F,47.43825630692215,E,0.829,0.531,Y
M,30.165136840108584,E,0.895,2.487,N
F,44.48061696201892,F,0.833,1.948,N
M,29.24163235800005,F,-0.105,0.416,N
M,33.38957528922345,F,2.056,0.638,Y
F,44.12412869665628,E,-1.975,-1.818,N
F,47.63783802582335,F,0.332,-0.433,N
F,42.113343271402194,E,-0.859,1.065,Y
M,31.90461444091858,E,1.367,-0.777,Y
M,26.245648316035428,F,1.78,-1.109,N
F,46.86030701145649,F,-0.257,0.057,Y
M,27.521412020264613,F,1.628,0.237,N
M,30.009414334339024,E,0.44,-0.163,Y
F,47.89328576408695,E,0.487,-0.034,Y
M,29.99256289827899,E,2.309,1.152,Y
M,28.917420075314602,F,0.213,0.058,Y
F,44.25915742354402,E,-1.166,2.544,Y
M,29.181377353331463,F,0.809,0.424,Y
F,46.85348761942258,E,-0.907,0.639,Y
F,45.91756393312638,F,-1.825,-0.737,Y
F,38.700899154435106,E,-0.398,-0.405,Y
M,28.394410203615468,F,1.646,-0.195,N
F,41.66143032965596,F,0.628,1.22,Y
M,25.603319565527126,F,0.081,-0.771,Y
F,42.27502071392051,F,-0.803,0.349,Y
F,50.75376049909758,E,-0.887,-0.85,Y
M,34.714901533538935,E,0.929,-0.443,N
M,33.65989115042093,E,0.869,-0.835,Y
M,18.67573864905698,E,1.29,0.64,N
F,42.013795767768265,F,1.192,0.047,N
F,42.924456440944155,F,-1.175,-0.055,Y
M,23.688681917432696,E,-0.069,0.598,N
F,43.64811313762579,F,-0.091,1.031,N
F,38.68356947457769,E,-0.599,1.246,Y
M,33.325162561006096,E,1.665,1.547,Y
M,34.438748906845504,E,0.404,1.967,Y
M,27.394468715031028,F,0.112,-0.747,N
M,29.31064966684695,F,1.741,-1.246,Y
M,32.796467033546946,F,1.645,-2.247,Y
F,46.38102360175913,E,-0.583,0.726,N
F,42.1058453816468,F,-0.586,0.686,N
F,46.6104690827349,F,-1.757,-0.959,Y
F,43.632043495551954,E,1.332,0.713,Y
F,44.08326192606568,E,0.423,-0.415,Y
M,30.508784220632798,E,0.543,-0.392,Y
F,45.137232733834544,F,-1.011,1.202,N
F,47.284976631135294,F,-0.058,-0.009,Y
M,22.503212890679,E,1.343,0.304,N
F,44.63552477558504,F,0.533,0.595,N
F,44.22732388144847,F,0.083,0.16,Y
F,39.60387750404985,E,0.271,-0.745,Y
M,22.883941709217776,E,1.328,0.244,Y
F,48.043255034239834,E,1.954,0.397,N
M,27.089778377017875,F,1.978,0.254,Y
M,31.756417050630752,F,0.284,-1.431,Y
F,49.72339625746369,F,-1.037,-1.628,Y
F,42.29992636616391,F,0.803,-1.132,Y
M,31.30230560507492,E,1.151,-1.201,N
F,46.32803720322644,F,-0.844,1.3,Y
F,48.426259265865916,F,0.922,1.892,Y
F,47.432730086346886,F,1.154,-1.296,N
F,47.86548329672368,F,-0.021,-0.405,N
F,39.3253937613223,F,1.667,-1.975,Y
F,39.64483511130598,F,-0.559,0.799,Y
M,33.41555252824051,E,1.208,0.417,N
F,54.21751781259249,F,-0.013,-0.481,Y
F,43.0162637402565,F,0.588,-2.066,N
F,41.61480181619898,F,-0.653,-0.723,Y
F,41.53282885248954,E,-0.232,-0.822,Y
F,49.01386021107996,F,0.046,-0.483,Y
M,29.788062054242836,E,1.005,0.076,N
M,31.481168304986728,E,1.348,0.631,N
M,29.27955919214199,E,0.53,0.509,N
F,39.63371362132592,E,1.221,-2.427,Y
F,44.59060376575028,F,-2.315,-0.631,Y
F,49.39889965578657,E,-0.819,0.105,N
M,27.206914621103067,E,0.438,-0.369,Y
M,28.30165131270948,F,0.127,1.772,Y
M,21.202677113901355,F,0.091,0.656,N
M,33.17878321882233,F,0.417,-1.345,Y
F,45.09221263293463,E,0.773,-0.672,Y
M,30.33805878079492,E,-0.246,1.144,N
F,45.48741378553569,E,0.026,-1.411,N
F,46.36391888311657,F,-0.302,1.265,N
M,29.83173499146313,E,0.968,-0.801,Y
M,29.297402211201092,F,1.396,0.038,Y
M,25.912031311856556,E,1.218,-0.252,N
M,36.47225276799923,E,0.528,-0.243,Y
F,47.124369835637616,E,-0.085,1.204,N
F,40.369363853780285,E,0.423,0.467,N
M,28.367685867500672,F,1.847,-1.076,N
M,32.75311205250046,E,0.636,1.255,N
M,27.65980321277042,F,1.085,1.343,Y
M,35.54080088594905,F,0.766,1.506,Y
M,32.33781437928194,F,2.013,-0.915,N
F,48.50230039278025,E,-0.462,-0.05,Y
M,26.997105245469903,E,1.587,2.028,Y
F,44.06032848015707,E,-0.231,0.684,N
F,39.37269534122952,F,0.457,-1.811,Y
M,28.841294600658777,E,1.02,0.474,Y
M,31.193523704440764,E,1.829,-0.843,Y
M,28.849674966451165,F,0.521,2.075,Y
M,33.283169002653715,E,1.529,0.288,N
F,47.9315145113147,E,-1.436,-1.152,N
M,33.13379514167897,E,2.463,2.051,Y
M,31.460258428925062,E,0.505,-0.769,Y
M,24.353955507840755,E,1.073,-0.664,Y
M,33.50150136969651,F,0.33,0.672,N
F,43.560176629731366,E,-0.182,0.684,Y
M,29.400283352188126,F,0.416,0.056,N
F,47.322919442926995,F,1.195,-0.302,Y
F,44.498868813422625,F,0.324,0.496,Y
F,45.397417180927896,F,0.663,1.064,N
M,28.609720075036716,F,1.711,-0.677,N
F,50.660249608194995,E,0.269,0.237,N
F,46.356926120594636,F,0.257,-0.29,N
M,26.38555449155633,F,1.432,-0.862,N
M,30.428993580604523,E,0.443,-0.959,Y
F,45.855357455914685,F,0.982,-0.016,N
M,20.820384789502345,E,1.486,0.84,N
M,30.83352806771409,F,0.403,0.811,N
F,44.27174777418306,E,0.029,0.461,Y
F,49.55739061478491,F,0.698,-0.747,Y
M,32.49810739690046,F,0.706,-0.081,Y
F,47.24448390573721,E,-0.442,-0.915,Y
M,29.47161220541486,E,0.188,-0.941,N
F,41.32111199114098,F,0.494,0.334,N
M,32.62924562883794,F,1.682,-0.368,Y
M,28.348286301731722,F,-0.568,0.444,Y
M,28.094706634256397,E,1.912,1.068,Y
F,41.70289289387932,F,1.943,0.563,Y
M,26.530651105982727,E,0.881,1.344,Y
F,45.23753581470864,F,0.252,-1.771,N
M,29.98072337261606,F,0.984,0.31,Y
F,46.69435847256034,E,0.276,0.637,N
M,28.89438620944451,F,0.395,-0.493,Y
F,45.61565972452141,E,-1.379,-0.231,Y
F,41.647572015293264,F,0.975,-0.302,Y
M,29.033744666477368,F,0.978,0.092,N
M,32.503191488368806,E,1.872,1.363,Y
F,42.94539748816718,F,0.857,0.763,Y
M,30.49376605419554,E,0.912,0.779,Y
F,45.21508047206442,E,1.071,1.533,Y
F,45.59621140880415,E,0.065,0.218,Y
M,29.89210727619945,E,0.223,-1.245,Y
